0,000011
0,000007
0,000009
0,000015
0,000019
0,000027
0,000040
0,000053
0,000070
0,000091
0,000118
0,000148
0,000183
0,000224
0,000270
0,000322
0,000381
0,000447
0,000522
0,000686
0,000689
0,000785
0,000891
0,001004
0,001128
0,001264
0,001407
0,001579
0,001726
0,001903
0,002091
0,002300
0,002506
0,002732
0,002970
0,003247
0,003490
0,003798
0,004066
0,004394
0,004703
0,005059
0,005403
0,005792
0,006182
0,006582
0,007044
0,007470
0,007955
0,005390
0,005731
0,006059
0,006393
0,006763
0,007137
0,007525
0,007917
0,008341
0,008771
0,009216
0,009673
0,010148
0,010648
0,011149
0,011662
0,012201
0,012761
0,013320
0,013913
0,014510
0,015139
0,015766
0,016436
0,017102
0,017796
0,018507
0,019236
0,020009
0,020759
0,021542
0,022362
0,023166
0,024035
0,024906
0,025795
0,026702
0,027793
0,028693
0,029778
0,030788
0,031810
0,033460
0,033899
0,035044
0,036273
0,037339
0,038520
0,039828
0,041001
0,042373
0,043883
0,044974
0,046184
0,047478
0,049038
0,050241
0,052046
0,053140
0,054736
0,056279
0,057657
0,059498
0,064552
0,062629
0,064177
0,065936
0,067807
0,069391
0,071134
0,072835
0,074842
0,077046
0,078720
0,080585
0,082372
0,084445
0,097168
0,088429
0,090497
0,092999
0,095116
0,097161
0,099279
0,101677
0,103418
0,105923
0,108193
0,110720
0,112779
0,115638
0,117872
0,120448
0,122622
0,126244
0,140487
0,132699
0,136289
0,136360
0,139325
0,142151
0,159205
0,148260
0,150596
0,153804
0,159021
0,159683
0,174354
0,168739
0,188308
0,172228
0,175461
0,178911
0,194354
0,188991
0,199929
0,197069
0,196088
0,199941
0,204543
0,224278
0,216208
0,214903
0,232424
0,236697
0,230889
0,231027
0,239355
0,246276
0,260111
0,260025
0,252080
0,261502
0,270364
0,276632
0,297437
0,283025
0,290035
0,299144
0,314437
0,296547
0,340928
0,296971
0,318087
0,339239
0,346988
0,338372
0,331907
0,368269
0,371729
