0,000007
0,000004
0,000003
0,000003
0,000004
0,000004
0,000006
0,000006
0,000007
0,000007
0,000008
0,000009
0,000010
0,000011
0,000012
0,000013
0,000015
0,000016
0,000017
0,000019
0,000020
0,000022
0,000023
0,000025
0,000027
0,000029
0,000031
0,000033
0,000035
0,000037
0,000039
0,000041
0,000044
0,000047
0,000049
0,000051
0,000054
0,000057
0,000059
0,000062
0,000065
0,000068
0,000071
0,000075
0,000078
0,000081
0,000085
0,000088
0,000092
0,000095
0,000099
0,000102
0,000106
0,000110
0,000113
0,000117
0,000121
0,000126
0,000130
0,000135
0,000139
0,000143
0,000148
0,000152
0,000157
0,000162
0,000167
0,000172
0,000177
0,000182
0,000187
0,000208
0,000198
0,000202
0,000208
0,000213
0,000219
0,000226
0,000229
0,000235
0,000243
0,000247
0,000253
0,000261
0,000266
0,000271
0,000278
0,000285
0,000291
0,000300
0,000303
0,000329
0,000320
0,000326
0,000334
0,000340
0,000347
0,000355
0,000361
0,000369
0,000379
0,000386
0,000392
0,000399
0,000407
0,000414
0,000423
0,000430
0,000438
0,000447
0,000453
0,000463
0,000491
0,000480
0,000488
0,000496
0,000507
0,000514
0,000522
0,000530
0,000562
0,001129
0,001117
0,001153
0,001151
0,001170
0,001379
0,001205
0,001228
0,001250
0,001285
0,001287
0,001310
0,001325
0,001344
0,001364
0,001396
0,001407
0,001430
0,001448
0,001474
0,001490
0,001507
0,001195
0,000807
0,000788
0,000798
0,000808
0,000818
0,000830
0,000841
0,000857
0,000863
0,000875
0,000884
0,000898
0,000923
0,000921
0,000942
0,000946
0,000958
0,000967
0,000986
0,000993
0,001012
0,001021
0,001029
0,001046
0,001066
0,001118
0,001079
0,001093
0,001107
0,001116
0,001128
0,001148
0,001205
0,001171
0,001184
0,001196
0,001212
0,001226
0,001237
0,001251
0,001314
0,001282
0,001291
0,001306
0,001326
0,001333
0,001529
0,001362
0,001392
0,001496
0,001413
0,001461
0,001435
0,001448
0,001463
